"y","x","t"
-0.2691829,27,1
0.5317293,51,1
0.0346114,27,1
-0.3520359,11,1
-1.622448,3,0
0.9183766,45,0
0.9183766,69,0
-1.291036,-2,1
-0.5729772,-13,1
0.5317293,65,0
-1.401507,-19,0
-1.042477,15,0
-0.1034769,21,0
-0.1863299,27,0
1.332642,54,0
1.1117,51,0
-0.1034769,11,0
-1.042477,11,1
1.1117,79,0
4.011555,93,0
-0.9596245,-28,0
-0.3520359,15,0
0.4212587,27,1
0.1174644,30,0
0.227935,65,0
0.1174644,42,0
-1.208183,3,1
0.5317293,48,1
-0.5729772,30,0
0.5317293,51,0
0.6422,51,0
-0.7110655,24,0
-0.5729772,-2,0
-0.1034769,48,0
2.244025,93,0
-1.401507,-7,1
1.664054,45,0
-0.7110655,21,0
0.310788,42,0
-0.1034769,-7,1
0.1174644,27,1
0.5317293,39,0
-0.5729772,3,0
0.227935,54,0
-0.1863299,27,0
-1.622448,-2,1
0.0346114,45,1
-0.9596245,-7,1
-1.208183,-55,0
0.7802883,57,0
-0.5729772,-7,1
-0.1863299,39,0
0.4212587,65,0
-0.6558302,33,0
-0.6558302,33,1
-0.9596245,7,1
0.227935,51,0
-1.622448,-2,0
-1.042477,18,0
-0.1034769,54,0
-0.8767715,-28,1
-0.1034769,30,0
-0.7110655,30,1
-0.4901242,30,0
-0.6558302,21,0
-0.2691829,36,1
-1.732919,-91,1
-0.2691829,7,1
0.5317293,61,0
1.1117,69,0
-0.2691829,15,1
0.6422,65,0
0.0346114,33,0
0.1174644,79,1
-0.3520359,-2,0
0.227935,24,0
-0.4901242,24,0
-0.1863299,30,1
-0.1034769,7,0
-0.4072712,24,0
0.4212587,42,0
0.4212587,45,0
-0.7939185,24,0
0.0346114,33,0
0.1174644,3,0
-0.9596245,11,0
0.310788,51,0
0.0346114,48,0
-1.401507,27,1
-0.1863299,39,1
0.4212587,11,1
0.4212587,61,0
-0.5729772,24,0
0.227935,54,0
-0.4901242,39,1
0.0346114,7,0
0.227935,42,0
-0.9596245,18,0
-1.291036,-28,0
0.9183766,57,0
-2.036713,18,0
-1.291036,-2,1
1.332642,74,0
1.664054,69,0
0.1174644,24,1
0.310788,45,0
-1.208183,-28,1
-1.511978,-13,0
1.664054,103,0
-1.208183,27,0
0.6422,42,0
-0.7939185,18,0
-1.291036,-91,1
-1.208183,21,0
-0.4072712,-2,0
0.6422,33,0
-0.7110655,42,1
-0.0482416,39,0
0.5317293,54,0
0.5317293,36,0
-0.0482416,51,0
-0.9596245,3,0
-0.1863299,24,1
-0.4072712,18,0
-0.1587123,36,1
-1.401507,15,0
-0.0482416,51,0
1.664054,74,0
-0.4072712,33,0
0.4212587,39,0
1.1117,69,0
0.1174644,45,1
-0.2691829,33,1
-0.1863299,27,0
1.664054,74,0
-0.7663009,-39,1
1.664054,65,0
-0.5729772,11,1
-0.1863299,36,1
0.310788,65,0
-0.2691829,15,0
0.227935,42,0
-2.644302,-91,1
-0.2691829,15,1
-0.4072712,30,1
0.0346114,48,0
0.7802883,45,0
-0.7110655,11,0
-0.8767715,18,0
-0.0482416,61,0
2.244025,74,0
0.1174644,39,0
-0.1863299,39,0
0.4212587,57,0
-1.732919,-28,1
0.227935,27,0
